COUNT,Taxonomy,ssp,Collection,CATALOG,Country,Distrito,GeoGroup,Old_taxonomy1,Old_taxonomy2,New_Taxonomy,lat,lon,mclust2,mclust3,sex,CIL,GLS,ZB,MB,POC,BBC,CM3,M3M3,CB,SH
5,T. cirrhosus,coffini,ROM,34955,Belize,Belize District,,T. coffini,T. c. coffini,T. coffini,17.7666667,-88.3666667,Cluster1,Cluster1,M,24.53,27.66,13.46,13.03,4.86,10.99,10.03,9.41,5.69,17.49
7,T. cirrhosus,coffini,FMNH,63931,Belize,Belize District,,T. coffini,T. c. coffini,T. coffini,17.54,-88.38,Cluster1,Cluster1,F,24.48,27.5,13.4,12.84,4.97,11.34,9.83,9.52,5.51,16.35
6,T. cirrhosus,coffini,UF,24804,Belize,Orange Walk ,,T. coffini,T. c. coffini,T. coffini,17.55,-89.0333333,Cluster1,Cluster1,M,25.26,28.08,13.95,13.27,5.05,11.36,10.26,9.88,5.91,17
8,T. cirrhosus,coffini,USNM,583009,Belize,Stann Creek,,T. coffini,T. c. coffini,T. coffini,16.7736,-88.5325,Cluster2,Cluster2,M,25.56,28.49,14.4,13.49,5.07,11.88,10.42,9.96,6.12,17.86
10,T. cirrhosus,ehrhardti,AMNH,209351,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-12.69318,-63.25196,Cluster2,Cluster3,F,26.12,29.12,14.59,13.63,5.16,11.56,10.62,10.16,6.25,17.08
12,T. cirrhosus,ehrhardti,AMNH,210679,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.817929,-64.866132,Cluster2,Cluster3,F,25.86,29.25,14.57,14,5.25,11.67,10.69,10.3,6.44,18.04
13,T. cirrhosus,ehrhardti,AMNH,210680,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.817929,-64.866132,Cluster2,Cluster3,F,26,29,14.72,13.79,5.37,11.65,10.43,10.16,6.26,17.86
14,T. cirrhosus,ehrhardti,AMNH,210681,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.818069,-64.866419,Cluster2,Cluster2,F,25.67,28.56,14.38,13.59,5.25,11.18,10.42,10.09,6.21,17.08
15,T. cirrhosus,ehrhardti,AMNH,210682,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.818069,-64.866419,Cluster2,Cluster3,F,26.44,29.79,14.43,13.59,5.33,11.81,10.66,10.33,6.34,17.69
16,T. cirrhosus,ehrhardti,AMNH,209348,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-12.69318,-63.25196,Cluster2,Cluster2,F,25.31,28.94,14.41,13.41,5.32,11.89,10.61,10,6.08,17.5
17,T. cirrhosus,ehrhardti,AMNH,209349,Bolivia,Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-12.69318,-63.25196,Cluster2,Cluster2,M,25.5,28.6,14.03,13.07,5.21,11.18,10.66,9.83,6.03,17.01
9,T. cirrhosus,ehrhardti,FMNH,114877,Bolivia,El Beni,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-13.06666667,-64.8,Cluster2,Cluster3,F,26.38,29.79,14.54,13.53,5.34,11.69,10.85,10.18,6.31,17.4
11,T. cirrhosus,ehrhardti,AMNH,261378,Bolivia,Santa Cruz,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.433,-63.083,Cluster2,Cluster3,M,26.1,29.33,14.7,14.21,5.27,11.7,10.69,10.3,6.29,18.17
36,T. cirrhosus,cirrhosus,MZUSP,18466,Brazil ,Amapa,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.11,-51.16,Cluster2,Cluster2,M,26.38,30.48,14.64,14.26,5.17,11.76,11.07,10.44,6.29,19.17
18,T. cirrhosus,cirrhosus,UNESP,15331,Brazil ,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.19,-59.57,Cluster2,Cluster2,F,25.59,28.26,14.22,13.41,5.13,11.04,10.55,10.19,6.28,16.58
19,T. cirrhosus,cirrhosus,UNESP,15333,Brazil ,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.19,-59.57,Cluster2,Cluster3,M,26.4,29.85,15.02,14.6,5.44,11.84,10.85,10.49,6.34,18.48
20,T. cirrhosus,cirrhosus,MBML,1911,Brazil ,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.24,-66.18,Cluster2,Cluster3,F,26.46,30.03,14.75,13.82,5.43,11.73,10.66,10.38,6.43,18.23
95,T. cirrhosus,cirrhosus,AMNH,92252,Brazil ,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.52,-61.22,Cluster2,Cluster2,M,25.54,28.95,14.46,13.51,5.34,11.73,10.56,9.86,6.63,17.72
70,T. cirrhosus,cirrhosus,CMNH,99143,Brazil ,Bahia,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-9.25,-40.3,Cluster2,Cluster2,M,25.05,28.6,14.18,13.63,5.19,11.45,10.32,9.99,5.84,16.78
45,T. cirrhosus,cirrhosus,CMNH,99144,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.39,Cluster2,Cluster2,F,24.95,27.91,14.42,12.9,5.3,11.56,10.24,10.29,5.99,17.32
46,T. cirrhosus,cirrhosus,CMNH,99145,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.39,Cluster2,Cluster3,M,26.18,29.49,14.49,13.95,5.38,12.33,10.42,10.22,6.24,17.82
47,T. cirrhosus,cirrhosus,CMNH,99149,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,M,25.62,28.66,15.21,13.97,5.31,11.8,10.59,10.33,6.29,17.17
48,T. cirrhosus,cirrhosus,CMNH,99150,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,M,25.72,28.77,14.94,13.52,5.36,11.47,10.59,10.29,6.33,17.4
49,T. cirrhosus,cirrhosus,CMNH,99151,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,F,26.38,29.73,15.12,13.83,5.25,12.01,10.86,10.44,6.31,18.04
50,T. cirrhosus,cirrhosus,CMNH,99153,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,26.16,29.41,14.44,13.42,5.06,11.75,10.7,10.32,6.01,17.75
51,T. cirrhosus,cirrhosus,MZUSP,18467,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,25.05,28.04,14.61,13.85,5.24,11.91,10.21,10.12,6.04,17.31
52,T. cirrhosus,cirrhosus,MZUSP,18468,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,F,26.16,29.52,14.55,14.09,5.55,11.97,10.44,10.25,6.15,17.17
53,T. cirrhosus,cirrhosus,MZUSP,18469,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,M,25.96,29.27,14.48,13.57,5.12,11.86,10.57,10.28,6.12,17.27
54,T. cirrhosus,cirrhosus,MZUSP,18470,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,25.68,28.93,14.34,13.58,5.09,11.6,10.44,10.56,6.04,17.14
55,T. cirrhosus,cirrhosus,MZUSP,18471,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,F,26.48,30.08,14.55,13.92,5.38,12.07,10.8,10.25,6.06,18.28
56,T. cirrhosus,cirrhosus,MZUSP,18472,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,25.38,28.75,14.53,13.85,5.02,11.8,10.26,10.3,6.04,17.77
57,T. cirrhosus,cirrhosus,MZUSP,18473,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,25.51,28.87,14.72,14.15,5.51,11.69,10.59,10.36,6.32,17.67
58,T. cirrhosus,cirrhosus,MZUSP,18474,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,M,26.1,28.86,14.47,13.86,5.24,11.35,10.78,10.15,6.24,17.53
59,T. cirrhosus,cirrhosus,MZUSP,18475,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,F,25.94,29.21,14.28,13.84,5.38,11.65,10.52,10.3,6.08,17.42
60,T. cirrhosus,cirrhosus,MZUSP,18476,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,M,25.78,28.97,14.81,14.32,5.26,12.16,10.46,10.59,6.13,17.94
61,T. cirrhosus,cirrhosus,MZUSP,18478,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,F,25.89,29.42,14.26,13.56,5.26,11.54,10.63,9.87,5.87,17.25
62,T. cirrhosus,cirrhosus,MZUSP,18480,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,M,26.07,29.39,14.39,13.8,5.41,11.63,10.66,10.16,6.32,18.86
63,T. cirrhosus,cirrhosus,MZUSP,18481,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,F,26.41,29.68,14.96,14.14,5.67,11.79,10.95,10.42,6.18,18.22
64,T. cirrhosus,cirrhosus,MZUSP,18484,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster2,M,26.29,29.47,14.53,14,5.21,11.5,10.86,10.8,6.22,17.29
65,T. cirrhosus,cirrhosus,MZUSP,18485,Brazil ,Ceara,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.22,-39.43,Cluster2,Cluster3,M,26.47,29.53,14.82,14.2,5.26,11.99,10.8,9.96,6.04,17.95
1,T. cirrhosus,cirrhosus,MBML,1188,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.329722,-40.2925,Cluster1,Cluster1,M,25.52,28.97,13.84,13.5,5.12,11.63,10.52,10.01,5.97,17.08
2,T. cirrhosus,cirrhosus,MBML,1195,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.329722,-40.2925,Cluster2,Cluster2,F,25.15,27.27,14.16,13.45,5.07,11.66,10.1,9.62,5.69,17.21
3,T. cirrhosus,cirrhosus,MBML,1198,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.603611,-41.184722,Cluster2,Cluster2,F,25.25,28.48,14.12,13.41,5.31,11.61,10.31,10.16,6.05,16.57
4,T. cirrhosus,cirrhosus,MBML,1202,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.329722,-40.2925,Cluster1,Cluster1,M,24.6,27.87,13.35,13.14,5.18,11.05,10.19,9.88,5.84,16.35
71,T. cirrhosus,cirrhosus,NA,700,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.2,-40.17,Cluster2,Cluster2,F,25.52,28.42,14.02,13.56,5.08,11.4,10.29,10.18,5.84,16.68
72,T. cirrhosus,cirrhosus,MBML,1189,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.329722,-40.2925,Cluster2,Cluster1,M,25.3,28.24,14.23,13.54,5.09,11.66,10.31,10.1,6.04,16.81
73,T. cirrhosus,cirrhosus,MBML,1194,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.329722,-40.2925,Cluster2,Cluster2,F,24.92,28.2,13.81,13.49,5.79,11.15,10.06,9.96,5.81,16.75
74,T. cirrhosus,cirrhosus,MBML,1196,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.603611,-41.184722,Cluster1,Cluster1,F,25.03,28.21,13.75,13.1,4.95,11.52,10.35,10.1,5.84,16.46
75,T. cirrhosus,cirrhosus,MBML,1199,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.671389,-41.006944,Cluster2,Cluster2,M,24.64,27.06,13.59,12.97,5.1,11.32,10.27,9.7,5.93,16.19
76,T. cirrhosus,cirrhosus,MBML,1755,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-19.965,-40.54,Cluster1,Cluster1,M,24.65,27.75,13.43,13.21,4.89,11.58,10.21,9.45,5.75,17.05
77,T. cirrhosus,cirrhosus,NA,2424,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-20.2,-40.17,Cluster1,Cluster1,M,25.29,28.48,13.74,13.16,4.98,11.73,10.3,9.83,5.79,17.26
78,T. cirrhosus,cirrhosus,MBML,1656,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-19.965,-40.54,Cluster2,Cluster2,F,25.54,29.03,14.18,13.56,5.15,12.02,10.46,10.04,6.18,17.04
79,T. cirrhosus,cirrhosus,AD,340,Brazil ,Espirito Santo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-19.53,-40.09,Cluster1,Cluster1,M,24.81,28.06,13.87,13.26,4.89,11.54,9.97,9.52,5.95,17.24
37,T. cirrhosus,cirrhosus,UNESP,10185,Brazil ,Goias,ehrh-Eam,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.47,-47.45,Cluster2,Cluster2,M,26.5,29.92,14.61,14.25,5.41,12.96,11.04,10.48,6.39,18.53
38,T. cirrhosus,cirrhosus,UNESP,10186,Brazil ,Goias,ehrh-Eam,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.47,-47.45,Cluster2,Cluster3,M,26.3,29.26,14.24,13.78,5.47,11.54,10.76,10.38,6.37,18.06
39,T. cirrhosus,cirrhosus,UNESP,10187,Brazil ,Goias,ehrh-Eam,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.47,-47.45,Cluster2,Cluster3,M,26.75,29.98,14.86,14.23,5.4,11.66,10.75,10.04,6.44,18.64
40,T. cirrhosus,cirrhosus,UNESP,10188,Brazil ,Goias,ehrh-Eam,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-15.47,-47.45,Cluster2,Cluster2,M,25.82,28.99,13.94,13.56,5.45,11.7,10.5,9.76,6,17.05
80,T. cirrhosus,cirrhosus,MZUSP,5828,Brazil ,Minas Gerais,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-19.49222222,-42.51555556,Cluster2,Cluster2,M,25.44,27.79,13.81,13.08,5.03,11.34,10.35,9.72,5.88,17.08
106,T. cirrhosus,cirrhosus,FMNH,55720,Brazil ,Minas Gerais,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-19.38333,-42.46667,Cluster2,Cluster2,F,24.8,28.97,13.75,13.45,4.97,11.4,10.3,10.08,6,16.62
101,T. cirrhosus,cirrhosus,MCZ,30621,Brazil ,Norte_Rio Tapajos,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster3,F,25.52,28.78,14.3,13.62,5.35,11.65,10.54,10.17,6.3,17.8
102,T. cirrhosus,cirrhosus,MCZ,30622,Brazil ,Norte_Rio Tapajos,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster2,F,25.65,28.89,14.34,13.47,5.25,11.26,10.62,10.24,6.02,17.61
103,T. cirrhosus,cirrhosus,MCZ,30623,Brazil ,Norte_Rio Tapajos,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster2,F,25.55,28.78,13.78,13.58,5.47,11.21,10.17,10.05,6.14,16.58
104,T. cirrhosus,cirrhosus,MCZ,30624,Brazil ,Norte_Rio Tapajos,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster3,F,25.95,29.08,14.64,13.6,5.32,11.7,10.75,10.57,6.22,17.8
105,T. cirrhosus,cirrhosus,MCZ,30625,Brazil ,Norte_Rio Tapajos,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster2,F,24.68,27.58,13.38,13,5.6,11.31,10.15,9.84,5.77,15.05
21,T. cirrhosus,cirrhosus,ANSP,16574,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.05,-55.06,Cluster2,Cluster2,F,25.7,28.5,14.03,13.82,5.45,11.34,10.39,10.05,6.14,16.3
22,T. cirrhosus,cirrhosus,ANSP,16573,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.05,-55.06,Cluster2,Cluster2,M,26.15,28.92,14.34,13.68,5.58,11.32,10.55,10.3,6.15,16.58
23,T. cirrhosus,cirrhosus,BM,2071434,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-2.01,-54.04,Cluster2,Cluster2,F,26.05,29.77,15.14,13.8,5.21,11.48,10.58,10.06,6.27,17.59
24,T. cirrhosus,cirrhosus,MZUSP,4369,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster3,M,26.45,29.57,14.86,13.67,5.37,11.74,10.76,10.23,6.42,17.8
25,T. cirrhosus,cirrhosus,MZUSP,4370,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.53,-54.53,Cluster2,Cluster3,M,26.43,29.72,14.55,14.2,5.45,12.05,10.66,10.26,6.15,17.98
26,T. cirrhosus,cirrhosus,MZUSP,4426,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.53,-54.53,Cluster2,Cluster3,M,26.27,29.04,14.24,13.62,5.19,11.69,10.77,10.34,6.3,18.06
27,T. cirrhosus,cirrhosus,MZUSP,4448,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-2.75,-55.03333333,Cluster2,Cluster2,F,27.07,29.01,15.36,13.82,5.35,12.17,11.19,10.82,6.49,18.08
28,T. cirrhosus,cirrhosus,MZUSP,4455,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster3,M,26.04,29.21,15.06,13.66,5.31,11.54,10.5,10.09,6.49,18.64
29,T. cirrhosus,cirrhosus,MZUSP,4456,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster3,F,26.75,29.7,14.55,13.82,5.19,11.85,10.68,10.06,6.2,18.1
30,T. cirrhosus,cirrhosus,MZUSP,4467,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster2,M,25.82,28.72,14.89,13.78,5.52,11.5,10.58,10.24,6.14,17.85
31,T. cirrhosus,cirrhosus,MZUSP,5610,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster2,F,25.87,29.26,14.47,13.44,5.32,11.95,10.68,9.9,6.15,17.61
32,T. cirrhosus,cirrhosus,MZUSP,5613,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-5.23,-54.22,Cluster2,Cluster2,M,25.55,28.72,14.85,13.38,5.34,11.98,10.62,9.84,6.22,17.79
33,T. cirrhosus,cirrhosus,MZUSP,22529,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.48,-52.32,Cluster2,Cluster3,M,26.68,29.99,14.65,14.04,5.24,11.72,11.08,10.55,6.26,17.91
34,T. cirrhosus,cirrhosus,MZUSP,22589,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.38,-52.22,Cluster2,Cluster3,M,26.57,29.84,14.57,13.72,5.45,11.49,11.23,10.47,6.75,17.98
35,T. cirrhosus,cirrhosus,MZUSP,22612,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.4,-52.22,Cluster2,Cluster3,M,26.49,29.8,14.8,13.92,5.1,11.86,10.92,10.31,6.4,18.05
91,T. cirrhosus,cirrhosus,USNM,460090,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.27,-48.29,Cluster2,Cluster2,F,26.64,29.27,14.33,13.72,5.18,11.31,11.15,10.52,6.81,17.73
92,T. cirrhosus,cirrhosus,USNM,549354,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.65,-52.37,Cluster2,Cluster2,M,25.72,29.26,14.8,13.58,4.93,11.35,10.76,10.63,6.36,20.01
93,T. cirrhosus,cirrhosus,USNM,549355,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.311944,-50.341111,Cluster2,Cluster3,F,26.64,30.1,14.68,13.8,5.24,11.42,11.07,9.94,6.37,18.27
94,T. cirrhosus,cirrhosus,USNM,549356,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.63,-52.35,Cluster2,Cluster3,M,26.23,29.34,14.32,13.36,5.12,11.73,10.86,10.1,6.38,17.68
96,T. cirrhosus,cirrhosus,AMNH,94537,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster1,Cluster1,F,25.84,29.12,13.94,13.38,5.2,11.55,10.63,9.9,5.97,17.16
97,T. cirrhosus,cirrhosus,AMNH,94536,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.08827,-55.1262,Cluster2,Cluster2,M,25.61,28.49,14.13,12.9,5.1,10.96,10.56,10.19,6.13,17.05
98,T. cirrhosus,cirrhosus,AMNH,94538,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-2.66666667,-55.16666667,Cluster2,Cluster3,M,26.3,29.42,14.32,13.44,5.28,11.37,10.68,10.03,6.23,17.72
99,T. cirrhosus,cirrhosus,AMNH,94541,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.05,-55.11666667,Cluster2,Cluster3,M,26.46,30.1,14.55,13.67,5.44,11.49,10.58,9.76,6.31,17.85
100,T. cirrhosus,cirrhosus,AMNH,95500,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-3.05,-55.11666667,Cluster2,Cluster2,F,25.56,28.62,14.56,13.56,5.21,11.5,10.35,9.92,6.14,17.8
117,T. cirrhosus,cirrhosus,USNM,361533,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.27,-48.29,Cluster2,Cluster2,M,26.54,29.41,14.6,14.33,5.15,11.91,10.77,10.31,6.66,17.96
118,T. cirrhosus,cirrhosus,USNM,361534,Brazil ,Para,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.27,-48.29,Cluster2,Cluster3,M,25.96,29.43,14.63,13.69,5.37,11.46,10.77,10.07,6.27,18.03
41,T. cirrhosus,cirrhosus,AD,44,Brazil ,Paraiba,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.08,-34.9,Cluster2,Cluster2,M,25.62,28.66,14.27,13.82,5.32,11.88,10.61,9.94,6.01,17.04
42,T. cirrhosus,cirrhosus,NA,8326,Brazil ,Paraiba,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.01,-37.58,Cluster2,Cluster2,M,25.77,29.04,15.74,13.73,5.26,11.88,10.74,10.55,6.31,17.95
43,T. cirrhosus,cirrhosus,NA,8324,Brazil ,Paraiba,EAm,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-7.01,-37.58,Cluster2,Cluster2,F,25.03,27.72,13.94,13.17,5.13,11.3,10.29,10.2,5.83,16.9
44,T. cirrhosus,cirrhosus,BM,472189,Brazil ,Pernambuco,EAm,T. fuliginosus,T. c. cirrhosus,T. cirrhosus,-8,-35,Cluster2,Cluster2,F,25.07,28.12,13.87,13.54,5.13,11.48,10.2,10.21,5.98,16.89
66,T. cirrhosus,cirrhosus,AD,131,Brazil ,Pernambuco,EAm,T. fuliginosus,T. c. cirrhosus,T. cirrhosus,-8.45,-35.06,Cluster2,Cluster1,F,25.71,28.78,14.47,13.46,5.21,11.86,10.42,10.06,6.04,17.32
67,T. cirrhosus,cirrhosus,AD,132,Brazil ,Pernambuco,EAm,T. fuliginosus,T. c. cirrhosus,T. cirrhosus,-8.45,-35.06,Cluster2,Cluster2,F,25.55,28.82,14.85,13.76,5.03,11.14,10.58,10.44,6.15,17.47
68,T. cirrhosus,cirrhosus,AD,133,Brazil ,Pernambuco,EAm,T. fuliginosus,T. c. cirrhosus,T. cirrhosus,-8.45,-35.06,Cluster1,Cluster1,F,25.46,28.57,13.89,13.34,5.06,11.35,10.36,9.7,5.93,16.78
69,T. cirrhosus,cirrhosus,BM,97281,Brazil ,Pernambuco,EAm,T. fuliginosus,T. c. cirrhosus,T. cirrhosus,-8,-35,Cluster2,Cluster2,F,25.05,28.75,15.21,13.92,5.77,12.16,10.35,10.5,6.35,17.67
87,T. cirrhosus,ehrhardti,SMP,11716,Brazil ,Santa Catarina,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-26.18,-48.53,Cluster2,Cluster2,F,24.38,27.63,14.05,12.99,5.08,11.34,9.99,9.75,5.49,16.71
88,T. cirrhosus,ehrhardti,SMP,11717,Brazil ,Santa Catarina,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-26.18,-48.53,Cluster2,Cluster2,F,25.08,28.46,13.91,13.9,5.01,11.37,10.17,9.64,5.72,17.45
89,T. cirrhosus,ehrhardti,ZMB,3754,Brazil ,Santa Catarina,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-27,-49,Cluster2,Cluster2,M,25.3,28.42,14.34,13.56,5.32,12.02,10.32,10.11,5.9,17.08
90,T. cirrhosus,ehrhardti,ZMB,54006,Brazil ,Santa Catarina,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-27,-49,Cluster1,Cluster1,F,24.65,28.1,13.53,12.98,5.15,11.59,9.88,9.64,5.74,16.48
81,T. cirrhosus,cirrhosus,AD,635,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.12,-47.54,Cluster2,Cluster2,M,24.95,28.21,13.65,13.34,4.78,11.23,10.19,10.2,6,16.56
